NAME,EXPLANE,GENRE,PLAYTIME,DLEVEL,MINPEOPLE,MAXPEOPLE,PUBYEAR,AGE,YOUTUBE_LINK,NAMU_LINK,SHOP_LINK,GIMAGE
아키올로지,고대 유적을 탐험하며 보물을 모으자! 똑같은 보물을 많이 모으면 모을수록 버는 돈이 기하급수적으로 많아집니다! 애써 모은 보물들이 모래 폭풍에 쓸려나가지 않게 조심하세요!,전략,20,3,2,5,2007,8,https://www.youtube.com/watch?v=Xhlert77EYU&ab_channel=%EC%BD%94%EB%A6%AC%EC%95%84%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84%EC%A6%88,,https://www.coupang.com/vp/products/134976142?itemId=396111390&vendorItemId=3964912617&q=%EC%95%84%ED%82%A4%EC%98%AC%EB%A1%9C%EC%A7%80&itemsCount=36&searchId=5579d272bc934e659ff69d2c327df193&rank=1,아키올로지.png
랫어탯캣,기억력과 표정 관리가 중요한 게임! 가장 작은 숫자를 만들면 이기는 게임!,전략,20,2,2,6,1995,6,https://www.youtube.com/watch?v=4j28WdHwNAc&ab_channel=%EC%95%8C%EC%93%B8%EC%8B%A0%EC%84%A0%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84TV,https://namu.wiki/w/%EB%9E%AB%EC%96%B4%ED%83%AF%EC%BA%A3,https://www.coupang.com/vp/products/6060796510?itemId=11143974988&vendorItemId=78422360847&q=%EB%9E%AB%EC%96%B4%ED%83%AF%EC%BA%A3&itemsCount=36&searchId=6ac625680e3b41ef9a101795268285dd&rank=2,랫어탯캣.png
라스베가스 로얄,여섯 곳의 카지노를 방문하면서 각 라운드에 걸려 있는 상금을 얻기 위해 노력해 보세요! 주사위를 어디에 배치해야 할까요!?,전략,40,3,2,5,2019,8,"https://www.youtube.com/watch?v=v_4BSTod5ls&ab_channel=%EC%95%8C%EC%93%B8%EC%8B%A0%EC%84%A0%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84TV,https://www.youtube.com/watch?v=n2wmn1E4hdU&ab_channel=%EC%84%9C%EC%A7%84%EC%9D%B4%EC%9D%98%ED%95%98%EB%A3%A8",,https://www.yes24.com/Product/Goods/90547716,라스베가스 로얄.png
수목원,나무를 심어 아름다운 산책로를 완성하세요! 고요하고 평화로운 숲속 긴장감 넘치는 나무 심기!,전략,30,3,2,4,2015,8,https://www.youtube.com/watch?v=wu4Lf9bdSI8,,https://www.yes24.com/Product/Goods/75446573,수목원.png
위너스서클,플레어이들끼리 공용 말들에게 비공개로 토큰을 올려 놓고 베팅한 상금을 차지하는 게임! 경마장을 연상시키는 게임이예요!,전략,60,4,2,6,2001,10,https://www.youtube.com/watch?v=MqKy32CWfUE,,,위너스서클.png
드렉사우,카드로 하는 돼지 씻기는 게임! 여러 카드를 사용해서 돼지 5마리를 먼저 더럽히는 사람이 승리! 빠른 진행에 게임을 원하는 사람들은 Choice!,전략,10,2,2,4,2012,7,https://www.youtube.com/watch?v=ovB3AMEqIuc&pp=ygUg65Oc66CJ7IKs7JqwIOuztOuTnOqyjOyehCDshKTrqoU%3D&ab_channel=%EC%95%8C%EC%93%B8%EC%8B%A0%EC%84%A0%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84TV,,https://www.coupang.com/vp/products/4781789677?itemId=6115077418&vendorItemId=84670768958&q=%EB%93%9C%EB%A0%89%EC%82%AC%EC%9A%B0&itemsCount=19&searchId=bce786568cbf4c9fa4e223d3d1a230aa&rank=1&isAddedCart=,드렉사우.png
타르기,사하라의 모래바람만큼이나 숨 막히는 수 싸움의 세계로 한 수 한 수마다 긴장감이 가득한 1:1 전략게임!,전략,60,3,2,2,2012,12,https://www.youtube.com/watch?v=5UC41RAD3Bo,,https://www.coupang.com/vp/products/1095882819?itemId=2053473687&vendorItemId=70052776447&q=%ED%83%80%EB%A5%B4%EA%B8%B0&itemsCount=36&searchId=44e73293f4254844baffef0012c07df7&rank=1&isAddedCart=,타르기.png
몰타의관문,카드로 하는 전략게임!! 진주와 다이아몬드를 모아 캐릭터를 고용하라!! 고용한 캐릭터의 능력을 빌려 12점을 먼저 모으면 승리!! 누가 몰타의 승리자가 될것인가!!,전략,40,3,2,4,2015,10,https://www.youtube.com/watch?v=7I40q4RFFA0,,https://boardm.co.kr/front/product/product_detail.php?seq=12637&pinid=24188,몰타의관문.png
마라케시,아프리카 북서부 지중해 남쪽!! 모로코시장에서 목 좋은 자리를 서로 차지하려는 양탄자 상인들의 눈치 싸움!!,전략,20,2,2,4,2007,6,https://www.youtube.com/watch?v=qh3Jbx0WJEQ,,https://www.coupang.com/vp/products/325729264?itemId=1042850030&vendorItemId=86149140175&q=%EB%A7%88%EB%9D%BC%EC%BC%80%EC%8B%9C&itemsCount=36&searchId=d66789dae6bc48c082be126db8b24087&rank=1&isAddedCart=,마라케시.png
시퀀스,팀전으로도 즐길 수 있는 신개념 트럼프 오목!! 여러명이서 협동하여 오목을 만들어보자!! 여러명이서 즐기기 좋은 게임!!,전략,30,2,2,6,1982,7,https://www.youtube.com/watch?v=IB5cZxYV62s,,https://www.coupang.com/vp/products/285312209?itemId=905101645&vendorItemId=70851093348&pickType=COU_PICK&q=%EC%8B%9C%ED%80%80%EC%8A%A4&itemsCount=36&searchId=5c5c8df9ee474a629451f318c0abc949&rank=1,시퀀스.png
티켓 투 라이드,각각의 도시들을 여행 하자! 북미 지도상에 도로들을 연결해서 높은 점수를 얻는 사람이 승리!! 목적지의 위치를 정확하게 파악해서 연결하자!!,전략,60,2,3,4,2004,8,https://www.youtube.com/watch?v=_VRa842TN6U,https://namu.wiki/w/%ED%8B%B0%EC%BC%93%20%ED%88%AC%20%EB%9D%BC%EC%9D%B4%EB%93%9C,https://www.coupang.com/vp/products/6172322602?itemId=12056833467&vendorItemId=79328973360&q=%ED%8B%B0%EC%BC%93%ED%88%AC%EB%9D%BC%EC%9D%B4%EB%93%9C&itemsCount=36&searchId=0781f314e6f24b5cb0b08f534f011628&rank=1&isAddedCart=,티켓 투 라이드.png
토끼와 거북이,귀여운 동물들의 달리기 게임! 각자 달리기에 우승할 동물을 예측하고 등수를 가장 잘 맞춘 사람이 승리하는 게임!,전략,15,2,2,5,1973,8,https://www.youtube.com/watch?v=iqDKjlAQUsM,,https://boardm.co.kr/front/product/product_detail.php?seq=12799&pinid=24188,토끼와 거북이.png
패치워크,테트리스 좋아하세요? 퍼즐을 빈칸 없이 채워야 해요! 여러가지 다양한 천과 가죽을 꿰매서 예쁜 퀼트를 만들자!,전략,20,2,2,2,2014,8,https://www.youtube.com/watch?v=avSqG-Wt6-g,https://namu.wiki/w/%ED%8C%A8%EC%B9%98%EC%9B%8C%ED%81%AC(%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84),https://www.coupang.com/vp/products/6616848390?itemId=15027820756&vendorItemId=82250461220&q=%ED%8C%A8%EC%B9%98%EC%9B%8C%ED%81%AC&itemsCount=36&searchId=3993c86af1a242a7bb04d5ba00f48ee8&rank=1&isAddedCart=,패치워크.png
피냐타,플레이어들은 어린 아이가 되어 사탕을 모으자! 사탕을 얻기위해선 치밀한 전략이 필요하다!,전략,30,2,2,2,2013,13,https://www.youtube.com/watch?v=iFwjP8PX3CM&pp=ygUd7ZS864OQ7YOAIOuztOuTnOqyjOyehCDshKTrqoU%3D&ab_channel=%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84BOX,,https://www.coupang.com/vp/products/7024238769?itemId=17311166913&vendorItemId=84481982239&q=%ED%94%BC%EB%83%90%ED%83%80+%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84&itemsCount=36&searchId=c6a11472626a49d88fe70cea0c0fc085&rank=3,피냐타.png
티키토플,과연 상대방의 티키는 무엇일까?? 내 티키들을 순위권에 올려놓고 상대방의 티키들을 제거시켜라!! 전략과 심리가 공존하는 짜릿한 순위권 경쟁,전략,20,2,2,4,2008,10,https://www.youtube.com/watch?v=R58Wg7n7fq8,,https://www.coupang.com/vp/products/238505617?itemId=756317394&vendorItemId=4910067654&q=%ED%8B%B0%ED%82%A4%ED%86%A0%ED%94%8C&itemsCount=30&searchId=67cbd3fd6920494cbd17071ef73fd0ef&rank=1&isAddedCart=,티키토플.png
펭귄파티,펭귄들의 파티가 열렸어요! 카드로 8층 짜리 피라미드를 완성하세요!,전략,30,2,2,6,2008,6,https://www.youtube.com/watch?v=3yorBQIVL0c,,https://www.coupang.com/vp/products/1465337337?itemId=2520058774&vendorItemId=70512953369&pickType=COU_PICK&q=%ED%8E%AD%EA%B7%84%ED%8C%8C%ED%8B%B0&itemsCount=36&searchId=c06c91ecbbdb4c3b94a11692df1cdd0a&rank=1,펭귄파티.png
컬러레또,알록달록 색깔 카드를 모으는 게임 컬러레또 입니다! 같은 색깔 카드를 많이 모아 가장 많은 점수를 얻으면 승리하는 게임!,전략,25,3,2,5,2003,8,https://www.youtube.com/watch?v=7jvmBsBw9-k,,https://www.coupang.com/vp/products/22437172?itemId=87107745&vendorItemId=3148459929&q=%EC%BB%AC%EB%9F%AC%EB%A0%88%EB%98%90&itemsCount=36&searchId=611582ead6c648508e07baf6d18798bd&rank=1,컬러레또.png
어콰이어,가장 큰 땅을 소유한 최대규모의 기업을 만들자!! 한 기업의 회장이되어 내 주식을 판매하고 다른기업을 인수합병하여 가장 큰 기업으로 성장시키자!!,전략,50,3,3,5,1999,12,https://www.youtube.com/watch?v=PqBmxHQ2u64,https://namu.wiki/w/%EC%96%B4%EC%BD%B0%EC%9D%B4%EC%96%B4,https://www.coupang.com/vp/products/6408505152?itemId=13733447942&vendorItemId=81480947401&q=%EC%96%B4%EC%BD%B0%EC%9D%B4%EC%96%B4&itemsCount=25&searchId=99d66df3248548aeb21e03cb8f36ba8d&rank=1,어콰이어.png
인생게임,인생 투자 게임을 실감나게 보드게임으로! 인생의 굴곡진 삶은 다시 한번 느껴보자!,전략,90,2,2,6,1960,8,https://www.youtube.com/watch?v=XG9_YrRTFfk&pp=ygUg7J247IOd6rKM7J6EIOuztOuTnOqyjOyehCDshKTrqoU%3D&ab_channel=%EC%9C%99%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84WINGBoardGame,https://namu.wiki/w/%EC%9D%B8%EC%83%9D%EA%B2%8C%EC%9E%84,https://www.coupang.com/vp/products/179043717?itemId=512829559&vendorItemId=4318824393&pickType=COU_PICK&q=%EC%9D%B8%EC%83%9D%EA%B2%8C%EC%9E%84&itemsCount=36&searchId=adab9bd73e954ac39c19c3d331679d61&rank=0&isAddedCart=,인생게임.png
배틀쉽,상대방이 위치한 자리를 파악하여 공격하자! 해상에서 벌어지는 전략 시뮬레이션 상대방 배 5척을 먼저 침몰 시킨 사람의 승리!,전략,30,2,2,2,2013,7,https://www.youtube.com/watch?v=U49yJbnfNas&ab_channel=%EC%95%8C%EC%93%B8%EC%8B%A0%EC%84%A0%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84TV,https://namu.wiki/w/%EB%B0%B0%ED%8B%80%EC%89%BD#s-1,https://www.coupang.com/vp/products/15212638?itemId=559750659&vendorItemId=4470607673&q=%EB%B0%B0%ED%8B%80%EC%89%BD&itemsCount=36&searchId=496762c08bd04ecc94f36fdf8bf4c6d2&rank=1,배틀쉽.png
아사라,건축타일들을 모아서 타일 개수와 높이에 따라 점수를 획득하는 보드게임!,전략,45,4,2,4,2010,9,https://www.youtube.com/watch?v=oaP1VVAXtaw&pp=ygUd7JWE7IKs6528IOuztOuTnOqyjOyehCDshKTrqoU%3D&ab_channel=%EB%9D%BC%EB%B2%A4%EC%8A%A4%EB%B6%80%EB%A5%B4%EA%B1%B0,,,아사라.png
카후나,남태평양의 12두개의 섬을 향한 치열한 전쟁 새로운 방식의 섬 따먹기 게임! 최종적으로 가장 많은 섬을 확보한 승자는?,전략,30,2,2,2,1998,10,https://www.youtube.com/watch?v=eSumNgmZztU,https://namu.wiki/w/%EC%B9%B4%ED%9B%84%EB%82%98,https://www.coupang.com/vp/products/183521071?itemId=525497154&vendorItemId=4363527099&q=%EC%B9%B4%ED%9B%84%EB%82%98&itemsCount=36&searchId=9136311073ee43269cc49556b6c3ae76&rank=1,카후나.png
노터치 크라켄,포커페이스의 달인들은 모여라 누가 과연 내편일까 탐험가와 스켈레톤의 한판대결 탐험가들은 크라켄을 깨우지 않고 무사히 보물을 찾을 수 있을까?,심리,20,2,4,6,2017,10,https://www.youtube.com/watch?v=QfEtvTp7A54&pp=ygUn64W47YSw7LmYIO2BrOudvOy8hCDrs7Trk5zqsozsnoQg7ISk66qF&ab_channel=DiceTown,,https://www.coupang.com/vp/products/1423481073?itemId=2462541403&vendorItemId=5513121670&q=%EB%85%B8%ED%84%B0%EC%B9%98%ED%81%AC%EB%9D%BC%EC%BC%84&itemsCount=20&searchId=39ba7fb6e3e845639f442c98ab6777f3&rank=1&isAddedCart=,노터치 크라켄.png
블러프,내 컵안에는 3이 많을까 5가 많을까? 과감한 베팅으로 남들을 속이고 상대방의 가려진 주사위를 맞춰보자,심리,20,3,4,5,1987,10,https://www.youtube.com/watch?v=t_EoZNb_pxU&pp=ygUd67iU65-s7ZSEIOuztOuTnOqyjOyehCDshKTrqoU%3D&ab_channel=%EB%B3%B4%EB%93%9C%EB%9D%BC%EC%9D%B4%EB%B8%8CBoardLiveGame,https://namu.wiki/w/%EB%B8%94%EB%9F%AC%ED%94%84,https://boardm.co.kr/front/product/product_detail.php?seq=12618&pinid=,블러프.png
블로커스,규칙은 단 하나! 자기 블록의 꼭지점끼리만 맞닿게 하라! 블록으로 상대를 차단하고 자신만의 공간을 만드세요,심리,20,3,2,4,2000,7,https://www.youtube.com/watch?v=y4BKgfmzf5I,https://namu.wiki/w/%EB%B8%94%EB%A1%9C%EC%BB%A4%EC%8A%A4,https://www.coupang.com/vp/products/2129317?itemId=9650315&vendorItemId=3013990942&pickType=COU_PICK&q=%EB%B8%94%EB%A1%9C%EC%BB%A4%EC%8A%A4&itemsCount=36&searchId=f0fec0693b4c4ceaa2f1b902caf4f74f&rank=0,블로커스.png
스파이폴,누군가는 거짓말을 하고있다!!우리 중 누가 스파이일까? 포커페이스와 경험을 통해 스파이를 찾아내자!! 스무고개 형식의 특별한 마피아 게임!!,심리,10,2,5,12,2014,13,https://www.youtube.com/watch?v=0cP4wgtuQas&ab_channel=%EC%95%8C%EC%93%B8%EC%8B%A0%EC%84%A0%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84TV,,https://www.coupang.com/vp/products/4830435412?itemId=6232540246&vendorItemId=73528402257&q=%EC%8A%A4%ED%8C%8C%EC%9D%B4%ED%8F%B4&itemsCount=36&searchId=ea7f121c1fa44e2d8e21c4cd378b2327&rank=1&isAddedCart=,스파이폴.png
코요테,유쾌한 인디언들이 되어 하는 인디언 포커! 서로의 머리에 꽂힌 카드 숫자의 합을 예상해보자.,심리,15,2,3,6,2003,8,https://www.youtube.com/watch?v=LkxFVmnqg0Q,https://namu.wiki/w/%EC%BD%94%EC%9A%94%ED%85%8C(%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84),https://www.coupang.com/vp/products/5574863578?itemId=8891027668&vendorItemId=76177678056&q=%EC%BD%94%EC%9A%94%ED%85%8C&itemsCount=36&searchId=17ac2daf006b40c7b360083f648c47f5&rank=1&isAddedCart=,코요테.png
쿠,나약한 이탈리아의 한 도시 국가에서 조직의 수장으로 조작과 속임수 그리고 뇌물을 통해 힘을 얻자! 거짓말에 거짓말을 무는 게임 포커페이스가 자신 있다면 Choice,심리,20,3,4,4,2012,13,https://www.youtube.com/watch?v=TPugOoh9v84,https://namu.wiki/w/%EC%BF%A0(%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84),https://www.coupang.com/vp/products/6273496219?itemId=12842889001&vendorItemId=80108440989&q=%EC%BF%A0&itemsCount=36&searchId=cb8354f60a89442ab5f053294b2fc291&rank=1,쿠.png
벤처엔젤스,집사로봇이 발명된다면 내가 투자하겠소! 억만장자들의 벤처 투자 전쟁 벤처 엔젤스!,심리,20,3,3,5,2018,8,https://www.youtube.com/watch?v=jZLi_hfww7Q&pp=ygUj67Kk7LKY7JeU7KCk7IqkIOuztOuTnOqyjOyehCDshKTrqoU%3D&ab_channel=%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84BOX,,https://www.coupang.com/vp/products/165351383?itemId=474233917&vendorItemId=71145151996&q=%EB%B2%A4%EC%B2%98%EC%97%94%EC%A0%A4%EC%8A%A4&itemsCount=5&searchId=dbae1002885d47d086aa2cfa5a188af2&rank=0&isAddedCart=,벤처엔젤스.png
선물입니다,친구가 주는 최고의 선물과 최악의 선물 두가지 중 신중하게 선택하는 스릴 넘치는 즐거운 공감 소통게임 입니다.,심리,30,2,2,6,2012,6,https://www.youtube.com/watch?v=M5oN8MJogSQ&pp=ygUk7ISg66y87J6F64uI64ukLiDrs7Trk5zqsozsnoQg7ISk66qF&ab_channel=%ED%95%A9HOP%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84%EC%84%A4%EB%AA%85,https://namu.wiki/w/%EC%84%A0%EB%AC%BC%EC%9E%85%EB%8B%88%EB%8B%A4,https://www.coupang.com/vp/products/2091013?itemId=9449313&vendorItemId=3013658395&pickType=COU_PICK&q=%EC%84%A0%EB%AC%BC%EC%9E%85%EB%8B%88%EB%8B%A4&itemsCount=36&searchId=4d5c831c09a1449089ff23f74f4e212e&rank=1&isAddedCart=,선물입니다.png
가짜 예술가 뉴욕에 가다,손쉽게 돈과 명성을 얻고 싶은 사기꾼이 뉴욕에서 예술가 행세를 하기로 마음 먹었습니다. 예술가에게 필요한 것은 예술이 아닌 화술이거든요!,심리,20,2,5,10,2011,8,https://www.youtube.com/watch?v=bNruTyG3788&ab_channel=%EC%95%8C%EC%93%B8%EC%8B%A0%EC%84%A0%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84TV,,https://www.coupang.com/vp/products/7136582827?itemId=17908311920&vendorItemId=85071021625&q=%EA%B0%80%EC%A7%9C+%EC%98%88%EC%88%A0%EA%B0%80+%EB%89%B4%EC%9A%95%EC%97%90%EA%B0%80%EB%8B%A4&itemsCount=36&searchId=5f259d6b69af445181ca5aad67f802eb&rank=1&isAddedCart=,가짜 예술가 뉴욕에 가다.png
한밤의 늑대인간,각각의 특별한 능력을 가진 많은 역할들! 단 하루의 아침동안에 당신의 마을은 누가 늑대인간인지 경정하게 됩니다! 이기기 위해서는 늑대 한마리만 죽이면 되니까요!,심리,15,3,3,10,2014,8,https://www.youtube.com/watch?v=KpTbyI6KOVc&pp=ygUq7ZWc67Ck7J2YIOuKkeuMgOyduOqwhCDrs7Trk5zqsozsnoQg7ISk66qF&ab_channel=%EC%9C%99%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84WINGBoardGame,https://namu.wiki/w/%ED%95%9C%EB%B0%A4%EC%9D%98%20%EB%8A%91%EB%8C%80%EC%9D%B8%EA%B0%84,https://www.coupang.com/vp/products/53390359?itemId=187453176&vendorItemId=3446118010&q=%ED%95%9C%EB%B0%A4%EC%9D%98+%EB%8A%91%EB%8C%80%EC%9D%B8%EA%B0%84&itemsCount=36&searchId=5fc5c8535deb4e6babb547a4407c53c2&rank=1&isAddedCart=,한밤의 늑대인간.png
너도?나도!,많은 인원들도 가볍게 즐길 수 있는 파티게임의 최고봉!! 모든이들의 공감을 살 공감왕은 과연 누구????!!!,심리,15,2,3,12,2014,10,https://www.youtube.com/watch?v=irkbHkxAG5M,,https://www.coupang.com/vp/products/1771117487?itemId=3015707999&vendorItemId=84670777253&q=%EB%84%88%EB%8F%84%EB%82%98%EB%8F%84+%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84&itemsCount=36&searchId=e4e01bd457a047469d37621619649047&rank=1&isAddedCart=,너도나도.png
챠오챠오,본인 말 3개가 가장 먼저 다리를 건너는 사람이 승리! 믿거나 말거나 심리전과 거짓말을 통해서 승리를 이끌자!,심리,15,2,2,5,1997,10,https://www.youtube.com/watch?v=Q5kmTgv6jrs,,https://www.coupang.com/vp/products/29430890?itemId=112455325&vendorItemId=3221630373&q=%EC%B1%A0%EC%98%A4%EC%B1%A0%EC%98%A4&itemsCount=36&searchId=1f7f0dafa1c14e4293f80c2fc1890feb&rank=1&isAddedCart=,챠오챠오.png
바퀴벌레 포커,상대방의 말이 진실인지 거짓인지 판단해라! 저건... 과연 어떤 곤충카드 일까? 심리추리게임!,심리,15,2,3,6,2004,8,https://www.youtube.com/watch?v=NIF49NQJEYc,https://namu.wiki/w/%EB%B0%94%ED%80%B4%EB%B2%8C%EB%A0%88%20%ED%8F%AC%EC%BB%A4,https://www.coupang.com/vp/products/5434370257?itemId=8246145104&vendorItemId=75534158567&pickType=COU_PICK&q=%EB%B0%94%ED%80%B4%EB%B2%8C%EB%A0%88%ED%8F%AC%EC%BB%A4&itemsCount=36&searchId=b97944631fda4d7a9deb41a3cb4ab77a&rank=1,바퀴벌레 포커.png
딕싯,내 마음을 맞혀봐! 예쁜 일러스트 그림의 카드들로 노래가사 명대사 사자성어 등을 이용하여 이야기꾼이 되어보자!! 상대방의 추상적인 생각을 읽어내서 점수를 얻는 게임,심리,40,2,4,6,2008,8,https://www.youtube.com/watch?v=V1rzZYw3V5M,https://namu.wiki/w/%EB%94%95%EC%8B%AF,https://www.coupang.com/vp/products/5838348176?itemId=10124618177&vendorItemId=77407376437&pickType=COU_PICK&q=%EB%94%95%EC%8B%AF&itemsCount=36&searchId=9d189e4ead814af5ba2f8b7349a479ac&rank=0&isAddedCart=,딕싯.png
고스트(가이스터),빨간 말일까? 파란 말일까? 불꽃튀는 심리전!! 표정관리로 서로의 말이 무엇인지 파악하자!!,심리,10,2,2,2,1980,8,https://www.youtube.com/watch?v=wUIr_3lwUHA,https://namu.wiki/w/%EA%B0%80%EC%9D%B4%EC%8A%A4%ED%84%B0(%EB%B3%B4%EB%93%9C%20%EA%B2%8C%EC%9E%84),https://www.coupang.com/vp/products/2171948009?itemId=3694655811&vendorItemId=71679961388&q=%EA%B3%A0%EC%8A%A4%ED%8A%B8&itemsCount=36&searchId=e2c4be6cec774980a8ee698baa44f6bc&rank=1,고스트.png
레지스탕스:아발론,각자의 정체를 숨긴채 임무를 수행하는 게임!! 누군가는 왕의 충성스러운 신하가 되어 명예를 위해 싸우고 다른 누군가는 모드레드의 수하가 되어 악을 행합니다! 하지만 누가 누군지 알 수 없다!! 상대의 정체를 추론하여 임무를 성공적으로 완수 하는 게임!!,심리,40,4,5,10,2012,13,https://www.youtube.com/watch?v=C2feZBsDHlY&pp=ygUZ66CI7KeA7Iqk7YOV7IqkIOyVhOuwnOuhoA%3D%3D,https://namu.wiki/w/%EB%A0%88%EC%A7%80%EC%8A%A4%ED%83%95%EC%8A%A4%20%EC%95%84%EB%B0%9C%EB%A1%A0,https://www.coupang.com/vp/products/22008071?itemId=85740441&vendorItemId=3145810763&pickType=COU_PICK&q=%EB%A0%88%EC%A7%80%EC%8A%A4%ED%83%95%EC%8A%A4%3A%EC%95%84%EB%B0%9C%EB%A1%A0&itemsCount=10&searchId=5ae905b0df694851adaa75ed88bf6bfc&rank=1,레지스탕스아발론.png
스컬,아무리 심장이 뛰어 낯색을 바꾸지 않고 허세를 부릴 수 있어야 합니다. 라고 마음속에 다짐하는 블러핑 게임!,심리,30,3,2,6,2011,10,https://www.youtube.com/watch?v=q5olPyz3d48,,https://www.coupang.com/vp/products/6172322649?itemId=12056833694&vendorItemId=79328973612&q=%EC%8A%A4%EC%BB%AC&itemsCount=36&searchId=c01cc2b6aa5c4fcebca2ccd8cad3ee64&rank=1,스컬.png
다빈치 코드,서로의 숫자 코드를 추리해 맞춰 보자! 코드게임의 진정한 승리자는? 보드게임을 많이 접해보지 못하신 분을 위한 추천!,추리,15,2,2,4,2002,8,https://www.youtube.com/watch?v=ElNpDx2oKpQ&pp=ygUj64uk67mI7LmY7L2U65OcIOuztOuTnOqyjOyehCDshKTrqoU%3D&ab_channel=%EC%BD%94%EB%A6%AC%EC%95%84%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84%EC%A6%88,https://namu.wiki/w/%EB%8B%A4%EB%B9%88%EC%B9%98%20%EC%BD%94%EB%93%9C(%EB%B3%B4%EB%93%9C%20%EA%B2%8C%EC%9E%84),https://www.coupang.com/vp/products/1077166?itemId=4631106&vendorItemId=3000165024&pickType=COU_PICK&q=%EB%8B%A4%EB%B9%88%EC%B9%98%EC%BD%94%EB%93%9C&itemsCount=36&searchId=c212be1a5ca24c3b856334690debf548&rank=0&isAddedCart=,다빈치 코드.png
클루,살인사건의 진짜 범인은? 추리게임의 TOP 인기게임! 누가? 어디서? 어떻게? 무엇으로 살해했을까? 진정한 명탐정을 찾아라!,추리,40,2,2,6,2012,8,https://www.youtube.com/watch?v=eHQcGwfdd8c,https://namu.wiki/w/Clue#s-2,https://www.coupang.com/vp/products/68670894?itemId=229249218&vendorItemId=3559972727&pickType=COU_PICK&q=%ED%81%B4%EB%A3%A8&itemsCount=36&searchId=229cb25680904839865dba7fa3d6a515&rank=0&isAddedCart=,클루.png
코드777,진정한 추리 게임의 대가! 남들보다 뛰어난 두뇌 자신 있다면 도전! 상대방의 숫자를 통해서 나의 코드를 맞추자,추리,30,3,2,4,1985,10,https://www.youtube.com/watch?v=dBE24PuNe-s&pp=ygUd7L2U65OcNzc3IOuztOuTnOqyjOyehCDshKTrqoU%3D&ab_channel=%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84BOX,,https://www.coupang.com/vp/products/7366732814?itemId=18992591162&vendorItemId=86117769333&q=%EC%BD%94%EB%93%9C777&itemsCount=36&searchId=0f982d7221ea4f3cbb0c52bc88ae63f1&rank=2&isAddedCart=,코드777.png
도망자,형사와 도망자의 짜릿한 추격전!! 도망자는 과연 몇 번 은신처로 숨었을까?? 긴장감 있는 1대1 추리게임!!,추리,15,3,2,2,2017,10,https://www.youtube.com/watch?v=GFjeKJDO8wQ&pp=ygUc64-E66ed7J6Q67O065Oc6rKM7J6EIOyEpOuqhQ%3D%3D&ab_channel=%EB%B3%B4%EB%93%9C%EB%9D%BC%EC%9D%B4%EB%B8%8CBoardLiveGame,,https://www.coupang.com/vp/products/4859501402?itemId=6299058807&vendorItemId=73594562226&q=%EB%8F%84%EB%A7%9D%EC%9E%90&itemsCount=36&searchId=179715e382e546629e3e8dca325da4ac&rank=1&isAddedCart=,도망자.png
텔레스트레이션,내가 그린 기린 그림! 캐치마인드가 생각나는 게임! 단어를 보고 그림을 그려서 서로의 그림을 맞추자! 친구들과 함께 가볍게 즐기고 싶다면~ Choice,추리,20,2,4,6,2009,12,https://www.youtube.com/watch?v=X6PZREF3rhs,https://namu.wiki/w/%ED%85%94%EB%A0%88%EC%8A%A4%ED%8A%B8%EB%A0%88%EC%9D%B4%EC%85%98,https://www.coupang.com/vp/products/7828100?itemId=34246447&vendorItemId=3050706271&pickType=COU_PICK&q=%ED%85%94%EB%A0%88%EC%8A%A4%ED%8A%B8%EB%A0%88%EC%9D%B4%EC%85%98&itemsCount=36&searchId=80d8c3f18fbf446c8ae46475fbd14e76&rank=1&isAddedCart=,텔레스트레이션.png
