NAME,EXPLANE,GENRE,PLAYTIME,DLEVEL,MINPEOPLE,MAXPEOPLE,PUBYEAR,AGE,YOUTUBE_LINK,NAMU_LINK,SHOP_LINK,GIMAGE
센추리:신대륙의 개척자,신대륙에서 당신은 원주민들의 도움을 받고 도구를 사용하고 새로운 일꾼을 고용해 자원을 얻어야 합니다! 한정된 일꾼을 효율적으로 배치하여 신대륙을 개척하세요!,전략,40,3,2,4,2019,8,https://www.youtube.com/watch?v=PbqoAnf8_rg&pp=ygUn7IS87LaU66asIOyLoOuMgOulmSDrs7Trk5zqsozsnoQg7ISk66qF&ab_channel=%EB%B3%B4%EB%93%9C%EB%9D%BC%EC%9D%B4%EB%B8%8CBoardLiveGame,https://namu.wiki/w/%EC%84%BC%EC%B6%94%EB%A6%AC(%EB%B3%B4%EB%93%9C%20%EA%B2%8C%EC%9E%84),https://www.coupang.com/vp/products/1295054572?itemId=2307279904&vendorItemId=70304131279&q=%EC%84%BC%EC%B6%94%EB%A6%AC3(%EC%8B%A0%EB%8C%80%EB%A5%99%EC%9D%98+%EA%B0%9C%EC%B2%99%EC%9E%90)&itemsCount=9&searchId=714133a45d294a90ada8503ae9215c92&rank=0&isAddedCart=,센추리 신대륙의 개척자.png
로스트 시티,탐험대가 되어 유적지 5곳을 탐험하며 점수를 내는 게임! 유적지 별로 최소 20점 이상을 올리자! 카드 게임의 진정한 승자는??,전략,20,2,2,2,1999,10,https://www.youtube.com/watch?v=ZyRUoQGbFP8,https://namu.wiki/w/%EB%A1%9C%EC%8A%A4%ED%8A%B8%20%EC%8B%9C%ED%8B%B0(%EB%B3%B4%EB%93%9C%20%EA%B2%8C%EC%9E%84),https://www.coupang.com/vp/products/182204547?itemId=522023373&vendorItemId=4350147557&pickType=COU_PICK&q=%EB%A1%9C%EC%8A%A4%ED%8A%B8%EC%8B%9C%ED%8B%B0&itemsCount=36&searchId=9e526ab47db242b482306ba34141e004&rank=1&isAddedCart=,로스트시티.png
렉시오,가장 먼저 타일을 내려놓자! 간단한 포커 룰이 적용되어 각자 타일을 조합해서 가장 먼저 내려놓는 게임!,전략,20,3,2,4,2005,8,https://www.youtube.com/watch?v=AtOuDhavHTs&pp=ygUd66CJ7Iuc7JikIOuztOuTnOqyjOyehCDshKTrqoU%3D&ab_channel=DEVALL%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84,https://namu.wiki/w/%EB%A0%89%EC%8B%9C%EC%98%A4,https://www.coupang.com/vp/products/6714082145?itemId=15596727682&vendorItemId=72796456773&q=%EB%A0%89%EC%8B%9C%EC%98%A4&itemsCount=36&searchId=2c79cbdb4aaf46178f4baed46d0290fe&rank=1,렉시오.png
카멜 업,사막에서 낙타들의 경주가 시작됐다!! 사막의 오아시스를 이용하여 내가 배팅한 낙타를 1등 시켜라!! 경마의 재미를 느낄 수 있는 치열한 순위경쟁에서 최고의 배팅을 하자!! 과연 승자는?,전략,40,3,4,7,2014,8,https://www.youtube.com/watch?v=x7rk20XgIEE,https://namu.wiki/w/%EC%B9%B4%EB%A9%9C%20%EC%97%85,https://www.coupang.com/vp/products/7167160342?itemId=18048656439&vendorItemId=86250350400&q=%EC%B9%B4%EB%A9%9C%EC%97%85&itemsCount=36&searchId=0d28d95d6e5c4d7bbbcb3f932d8ff647&rank=1,카멜업.png
사보타지,자신의 역할을 숨기고 속이며 누가 가장 많은 금을 모으는가! 금을 캐는 광부 팀과 금을 캐지 못하게 방해하는 팀의 한판 대결!,전략,40,3,4,8,2004,8,"https://www.youtube.com/watch?v=fQQIUtr42NQ,https://www.youtube.com/watch?v=dHB0evrX4Iw",https://namu.wiki/w/%EC%82%AC%EB%B3%B4%ED%83%80%EC%A7%80,https://www.coupang.com/vp/products/25149427?itemId=97740042&vendorItemId=3177845081&pickType=COU_PICK&q=%EC%82%AC%EB%B3%B4%ED%83%80%EC%A7%80&itemsCount=36&searchId=2180d26abbe445c89d6618f3956f1cde&rank=2&isAddedCart=,사보타지.png
노 땡스(노 머시),카드로하는 마이너스 경매게임!! 카드를 선택하던가 칩을 한 개 올려놓던가!! 낮은 점수를 만드는 사람이 이기는 게임,전략,20,2,3,5,2004,8,https://www.youtube.com/watch?v=WUBMOXBhthI&ab_channel=%EC%95%8C%EC%93%B8%EC%8B%A0%EC%84%A0%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84TV,https://namu.wiki/w/%EB%85%B8%20%EB%A8%B8%EC%8B%9C?from=%EB%85%B8%EB%95%A1%EC%8A%A4,https://www.coupang.com/vp/products/7368427814?itemId=19001359237&vendorItemId=86126337500&q=%EB%85%B8%EB%95%A1%EC%8A%A4&itemsCount=36&searchId=efe5c6dc19424d948cf17cf917f9c618&rank=1&isAddedCart=,노땡스.png
7원더스,고대 문명 중 하나를 선택하여 최고의 문명이 될 수 있도록 발전시켜야 합니다. 각종 불가사의와 건물들이 당신의 문명을 빛낼 것입니다.,전략,40,4,2,7,2010,10,https://www.youtube.com/watch?v=HBUMGsAP4Gc&pp=ygUj7IS467iQ7JuQ44S37IqkIOuztOuTnOqyjOyehCDshKTrqoU%3D&ab_channel=%EB%B3%B4%EB%93%9C%EB%9D%BC%EC%9D%B4%EB%B8%8CBoardLiveGame,https://namu.wiki/w/7%20%EC%9B%90%EB%8D%94%EC%8A%A4?from=%EC%84%B8%EB%B8%90%EC%9B%90%EB%8D%94%EC%8A%A4,https://www.coupang.com/vp/products/5800516379?itemId=9947383361&vendorItemId=77230597548&q=%EC%84%B8%EB%B8%90%EC%9B%90%EB%8D%94%EC%8A%A4&itemsCount=36&searchId=235d41c21a86405689fe4bb4f7636d61&rank=2&isAddedCart=,7원더스.png
7원더스:듀얼,고대이집트 문명의 발전과 전쟁들!! 여러 가지 방법들의 승리조건!! 승리를 위해선 치밀한 전략이 필요한 오리지널 전략게임!!,전략,60,4,2,2,2015,10,https://www.youtube.com/watch?v=iqhABocQIt8,https://namu.wiki/w/7%20%EC%9B%90%EB%8D%94%EC%8A%A4:%20%EB%93%80%EC%96%BC,https://www.coupang.com/vp/products/319842276?itemId=1023252935&vendorItemId=5464230473&pickType=COU_PICK&q=%EC%84%B8%EB%B8%90%EC%9B%90%EB%8D%94%EC%8A%A4+%EB%8C%80%EA%B2%B0&itemsCount=29&searchId=90f67425655441f68db470e0468dc30f&rank=1,7원더스 듀얼.png
데드맨스드로우,플레어들은 값어치 있는 전리품들을 포획하려는 해적이 됩니다. 하지만 탐욕을 부리다가는 모든 것을 잃을 수 있습니다.,전략,20,3,2,4,2014,13,https://www.youtube.com/watch?v=MkBr1uPLYKw&pp=ygUp642w65Oc66eo7Iqk65Oc66Gc7JqwIOuztOuTnOqyjOyehCDshKTrqoU%3D&ab_channel=%EC%9C%99%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84WINGBoardGame,,https://prod.danawa.com/info/?pcode=10607499,데드맨스드로우.png
사그라다,누가 가장 아름다운 창문을 만들 것인가!! 창문을 만들기 위해선 주사위 운과 잘짜여진 전략이 필요하다!! 도구들을 이용하여 창문을 만들어라!!!,전략,30,4,2,4,2017,14,https://www.youtube.com/watch?v=4qc6Iq2nuXQ&pp=ygUg7IKs6re4652864ukIOuztOuTnOqyjOyehCDshKTrqoU%3D&ab_channel=DiceTown,,https://www.coupang.com/vp/products/6656473519?itemId=15268695235&vendorItemId=82489243121&q=%EC%82%AC%EA%B7%B8%EB%9D%BC%EB%8B%A4&itemsCount=36&searchId=4fcfdfe93f6d4189a9c1b14bde83d0c1&rank=2,사그라다.png
모노폴리,세계인이 함께 즐기는 경제 게임! 건물을 빨리 지어 올려서 임대료를 통해 돈을 많이 모으자!!,전략,90,2,2,6,1933,8,https://www.youtube.com/watch?v=pMeqWdFW0G8&ab_channel=%EC%95%8C%EC%93%B8%EC%8B%A0%EC%84%A0%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84TV,https://namu.wiki/w/%EB%AA%A8%EB%85%B8%ED%8F%B4%EB%A6%AC(%EB%B3%B4%EB%93%9C%20%EA%B2%8C%EC%9E%84),https://www.coupang.com/vp/products/7308622674?itemId=18718639803&vendorItemId=3559972731&pickType=COU_PICK&q=%EB%AA%A8%EB%85%B8%ED%8F%B4%EB%A6%AC&itemsCount=36&searchId=b7db88f88ba14c36a1de35c70b1d3026&rank=0&isAddedCart=,모노폴리.png
모노폴리 전자카드,이제는 지폐가 아닌 카드로 땅 산다! 모노폴리를 조금 더 쉽게 즐기자!!,전략,90,2,2,4,2009,8,,https://namu.wiki/w/%EB%AA%A8%EB%85%B8%ED%8F%B4%EB%A6%AC(%EB%B3%B4%EB%93%9C%20%EA%B2%8C%EC%9E%84),https://www.coupang.com/vp/products/68670898?itemId=229249233&vendorItemId=86126468625&q=%EB%AA%A8%EB%85%B8%ED%8F%B4%EB%A6%AC%EC%A0%84%EC%9E%90%EC%B9%B4%EB%93%9C&itemsCount=36&searchId=1b0fd913a7dc4570ae37c3a1b9fb06da&rank=3,모노폴리 전자카드.png
인쉬,오델로로 뒤집어서 3개의 오목을 완성하라! 본인의 링을 놓고 옮기면서 링 3개를 먼저 제거하자! 치열한 두뇌싸움을 원하시는 분들은 Choice,전략,20,2,2,2,2003,9,https://www.youtube.com/watch?v=FUiTZsHYE9E,https://namu.wiki/w/%EC%9D%B8%EC%89%AC,https://www.coupang.com/vp/products/7185778672?itemId=18132101541&vendorItemId=85282816800&q=%EC%9D%B8%EC%89%AC&itemsCount=15&searchId=41d7bbf31a274ebdaa9323e438129373&rank=1&isAddedCart=,인쉬.png
아그리콜라,17세기 중세 유럽이라는 배경을 설정하여 가난한 농부가 가족을 먹여 살리는 보드게임!,전략,30,4,1,4,2007,12,https://www.youtube.com/watch?v=1haTclfSqys&ab_channel=%EC%BD%94%EB%A6%AC%EC%95%84%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84%EC%A6%88,https://namu.wiki/w/%EC%95%84%EA%B7%B8%EB%A6%AC%EC%BD%9C%EB%9D%BC(%EB%B3%B4%EB%93%9C%20%EA%B2%8C%EC%9E%84),https://www.coupang.com/vp/products/1746714?itemId=7622962&vendorItemId=3010293831&q=%EC%95%84%EA%B7%B8%EB%A6%AC%EC%BD%9C%EB%9D%BC&itemsCount=36&searchId=5d9cf765d4a74c469189e190569fa5ab&rank=1,아그리콜라.png
임호텝,석재를 옮겨 신전과 피라미드를 쌓자! 이집트 최고의 건축가가 되기위해선 눈치와 비열함 그리고 전략이 필요하다!,전략,40,3,2,4,2016,10,https://www.youtube.com/watch?v=4KIKk2PzAn8,https://namu.wiki/w/%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84%20%EC%9E%84%ED%98%B8%ED%85%9D,https://www.coupang.com/vp/products/100707628?itemId=307388012&vendorItemId=4416874621&q=%EC%9E%84%ED%98%B8%ED%85%9D%EB%B3%B4%EB%93%9C&itemsCount=36&searchId=f7611b2112804a44a89026df12009d78&rank=0&isAddedCart=,임호텝.png
아발론 클래식,자신의 진영을 잘 움직여서 상대방 구슬을 게임판밖으로 밀어내는 게임! 구슬을 움직일때 마다 진영의 형태가 바뀌기 때문에 전략적으로 고민이 필요한 게임!!,전략,20,2,2,2,1987,7,https://www.youtube.com/watch?v=uayiqsuHC6I&ab_channel=%EC%95%8C%EC%93%B8%EC%8B%A0%EC%84%A0%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84TV,https://namu.wiki/w/%EC%95%84%EB%B0%9C%EB%A1%A0(%EB%B3%B4%EB%93%9C%20%EA%B2%8C%EC%9E%84),https://www.coupang.com/vp/products/78354112?itemId=252931528&vendorItemId=3615869678&q=%EC%95%84%EB%B0%9C%EB%A1%A0%ED%81%B4%EB%9E%98%EC%8B%9D&itemsCount=36&searchId=3f6954c20e4842a88aed849fd450b408&rank=1&isAddedCart=,아발론 클래식.png
퍼레이드,이상한 나라에서 펼쳐지는 뒤죽박죽 카드게임 퍼레이드! 게임이 끝났을 때 가장 낮은 점수의 플레이어가 승리하는 게임!,전략,40,2,2,6,2007,12,https://www.youtube.com/watch?v=tNP8TstJzDE&pp=ygUg7Y2866CI7J2065OcIOuztOuTnOqyjOyehCDshKTrqoU%3D&ab_channel=DEVALL%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84,,https://www.coupang.com/vp/products/26140661?itemId=101507675&vendorItemId=3188806151&q=%ED%8D%BC%EB%A0%88%EC%9D%B4%EB%93%9C&itemsCount=36&searchId=05131d6fbc544e859539efae53e1905c&rank=1,퍼레이드.png
테라포밍 마스,화성개척을 위한 서로간의 치열한 개척전쟁!! 여러 가지 행동들과 자원들을 통하여 화성을 개척시키고 상대방의 개척을 방해하자!! (주의 : 전략게임을 많이해본사람에게만 추천!!),전략,100,4,2,4,2016,12,https://www.youtube.com/watch?v=73H_uj_hzbk&ab_channel=%EC%95%8C%EC%93%B8%EC%8B%A0%EC%84%A0%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84TV,https://namu.wiki/w/%ED%85%8C%EB%9D%BC%ED%8F%AC%EB%B0%8D%20%EB%A7%88%EC%8A%A4,https://www.coupang.com/vp/products/2234214124?itemId=3812955935&vendorItemId=71797852475&pickType=COU_PICK&q=%ED%85%8C%EB%9D%BC%ED%8F%AC%EB%B0%8D%EB%A7%88%EC%8A%A4&itemsCount=36&searchId=136d98cdb1de42ea83460bc1a6551d3e&rank=1&isAddedCart=,테라포밍마스.png
푸에르토 리코,푸에르토 리코라는 식민지를 경영하는 게임! 건물을 짓고 수확을 하고 수출하고! 돈을 벌어 점수를 획득하는 경영게임!,전략,90,4,2,5,2002,12,https://www.youtube.com/watch?v=C03IYpd89a4,https://namu.wiki/w/%ED%91%B8%EC%97%90%EB%A5%B4%ED%86%A0%20%EB%A6%AC%EC%BD%94(%EB%B3%B4%EB%93%9C%20%EA%B2%8C%EC%9E%84),https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=626728,푸에르토리코.png
카탄,독일식 현대 보드게임의 제왕! 땅 위에 도로와 마을 도시를 건설하며 자원을 얻고 다른 플레이어들과의 거래도 이루어지는 전략게임!!,전략,50,3,3,4,1995,12,https://www.youtube.com/watch?v=9WaUHAOvjU8,https://namu.wiki/w/%EC%B9%B4%ED%83%84,https://www.coupang.com/vp/products/6713264452?itemId=15592791441&vendorItemId=82811657938&q=%EC%B9%B4%ED%83%84&itemsCount=36&searchId=7a70f1b0455d450aa0d351928ac043bf&rank=0,카탄.png
카탄:항해사,바다를 통해서 새로운 섬으로 진출하고 확장하는 것에 초점이 맞추어져 있고 원작과 동일하게 목표 점수를 빠르게 획득해야 승리하는 보드게임,전략,100,3,3,4,1997,10,https://www.youtube.com/watch?v=46WvyB4O7O8&pp=ygUk7Lm07YOEIO2Vre2VtOyCrCDrs7Trk5zqsozsnoQg7ISk66qF&ab_channel=%EC%97%84%EB%A7%88%EB%93%B1%EC%A7%9D%2a%EA%B2%9C%EB%B3%B4%EC%9D%B4,https://namu.wiki/w/%EC%B9%B4%ED%83%84/%ED%95%AD%ED%95%B4%EC%82%AC,https://www.coupang.com/vp/products/22008077?itemId=85740458&vendorItemId=85339201638&q=%EC%B9%B4%ED%83%84%3A%ED%95%AD%ED%95%B4%EC%82%AC&itemsCount=23&searchId=2614737a6f394175befb1aff4aa1e9dc&rank=2,카탄 항해사.png
카탄:도시와 기사,살기 좋게 발전된 카탄섬을 야만족들이 침략해 오는데 이에 맞서 야만족을 방어하며 더욱 더 발전시켜 승리해야하는 게임,전략,120,3,3,4,1998,12,https://www.youtube.com/watch?v=8fGGH3n-IlY&pp=ygUk7Lm07YOEIO2Vre2VtOyCrCDrs7Trk5zqsozsnoQg7ISk66qF&ab_channel=%EB%B3%B4%EB%93%9C%EB%9D%BC%EC%9D%B4%EB%B8%8CBoardLiveGame,https://namu.wiki/w/%EC%B9%B4%ED%83%84/%EB%8F%84%EC%8B%9C%EC%99%80%20%EA%B8%B0%EC%82%AC,https://www.coupang.com/vp/products/15261160?itemId=62799747&vendorItemId=82757138133&q=%EC%B9%B4%ED%83%84%3A%EB%8F%84%EC%8B%9C%EC%99%80%EA%B8%B0%EC%82%AC&itemsCount=11&searchId=44dffbdedd5a4c2aad1a3b677e3fdbbc&rank=0&isAddedCart=,카탄 도시와 기사.png
퀵소,5개의 말을 한 줄로 늘어뜨리면 이기는 오목과 같은 게임 (체스나 바둑 같은 게임을 좋아한다면 GO),전략,15,2,2,4,1995,8,https://www.youtube.com/watch?v=s5HGoVo-dB8&ab_channel=%EC%95%8C%EC%93%B8%EC%8B%A0%EC%84%A0%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84TV,,https://www.coupang.com/vp/products/748422?itemId=2840660&vendorItemId=3013990847&q=%ED%80%B5%EC%86%8C&itemsCount=36&searchId=a5e91fb6c6984512b21b49739a947753&rank=1,퀵소.png
쿼리도,미로 속을 빠져나가자! 서로 막고 막히는 미로게임! 그 복잡한 미로를 누가 가장 빠르게 탈출할 것인가?,전략,20,2,2,4,1997,8,https://www.youtube.com/watch?v=Cb4TJ3VB51Y&ab_channel=%EC%95%8C%EC%93%B8%EC%8B%A0%EC%84%A0%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84TV,https://namu.wiki/w/%EC%BF%BC%EB%A6%AC%EB%8F%84,https://www.coupang.com/vp/products/2170426646?itemId=3692118689&vendorItemId=71416790362&q=%EC%BF%BC%EB%A6%AC%EB%8F%84&itemsCount=36&searchId=74693c6b1cd94d32bbce9b6e0582d2cf&rank=0&isAddedCart=,쿼리도.png
픽 피크닉,눈에 보이는 옥수수를 먹기 위해 새 카드를 낼지 새들이 몰려들 것을 기대하고 여우 카드를 낼지 안전한 식사는 픽피크닉에 존재하지 않습니다!,전략,20,2,2,6,2001,8,https://www.youtube.com/watch?v=MANXXkEOt3E&pp=ygUd7ZS97ZWU64uJIOuztOuTnOqyjOyehCDshKTrqoU%3D&ab_channel=%EA%B3%B0%ED%8C%A1%EB%A7%A8,,https://www.coupang.com/vp/products/6299594701?itemId=13018857235&vendorItemId=80281897283&q=%ED%94%BD%ED%94%BC%ED%81%AC%EB%8B%89&itemsCount=36&searchId=4df70520152448ce8adc0b485e3ac0e8&rank=1,픽 피크닉.png
포세일,부동산 투자와 판매를 경험해보자!! 내 재산들을 분배하여 부동산을 산 후 판매하여 더 큰돈을 얻어라!! 과연 이시대의 부동산투자왕은 누가될것인가??,전략,30,3,3,4,1997,10,https://www.youtube.com/watch?v=sz90tqZNEko,https://namu.wiki/w/%ED%8F%AC%EC%84%B8%EC%9D%BC,https://www.coupang.com/vp/products/22121444?itemId=86096115&vendorItemId=3146473158&q=%ED%8F%AC%EC%84%B8%EC%9D%BC&itemsCount=36&searchId=6a34c07b6a754957bec5d960154e4f7e&rank=1&isAddedCart=,포세일.png
카카오,중앙아메리카 원주민들과 그들이 신의 음식이라 불렀던 카카오를 소재로 한 보드게임!,전략,45,3,2,4,2015,8,https://www.youtube.com/watch?v=W1h_XCLRwIY&pp=ygUd7Lm07Lm07JikIOuztOuTnOqyjOyehCDshKTrqoU%3D&ab_channel=%EC%BD%94%EB%A6%AC%EC%95%84%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84%EC%A6%88,,,카카오.png
아줄,포루투갈의 타일 장인이 되어 자신이 맡은 왕궁 벽면을 아름답게 꾸미는 보드게임!,전략,40,3,2,4,2017,8,https://www.youtube.com/watch?v=pRd8VLkZDFU&ab_channel=%EC%95%8C%EC%93%B8%EC%8B%A0%EC%84%A0%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84TV,,https://www.coupang.com/vp/products/7159430347?itemId=18014952000&vendorItemId=85170372632&q=%EC%95%84%EC%A4%84%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84&itemsCount=36&searchId=0a0d0310c74949338639073572ffa868&rank=6,아줄.png
장미전쟁,두명이서 즐기는 땅 따먹기 전략게임 왕위 쟁탈전! 서로 다른 가문의 왕위를 위한 싸움 더 많은 영토에 본인 가문의 영역을 표시하자!,전략,30,2,2,2,1992,10,https://www.youtube.com/watch?v=eH1BSkCkaCY&ab_channel=hyunong,https://namu.wiki/w/%EC%9E%A5%EB%AF%B8%EC%A0%84%EC%9F%81(%EB%B3%B4%EB%93%9C%20%EA%B2%8C%EC%9E%84),https://www.coupang.com/vp/products/4799331437?itemId=6158926973&vendorItemId=73455118510&q=%EC%9E%A5%EB%AF%B8%EC%A0%84%EC%9F%81&itemsCount=36&searchId=e272ca2e1cb74c188a4718500bb4897a&rank=1&isAddedCart=,장미전쟁.png
졸리앤로저,해적이 되어 상선을 약탈하는 게임!!! 상선을 점령하고 배에 실린 보물을 뺏어 점수를 얻을 수 있고 더 많은 보물을 모을는 사람이 승리,전략,20,2,2,2,2016,8,https://www.youtube.com/watch?v=nNi6cGd_j9U,,https://www.coupang.com/vp/products/27493636?itemId=105793460&vendorItemId=3203454765&q=%EC%A1%B8%EB%A6%AC%EC%95%A4%EB%A1%9C%EC%A0%80&itemsCount=36&searchId=26df210e2b374d50b4e3e4d5d0a248b4&rank=1,졸리앤로저.png
젝스님트,다른 사람이 어떤 카드를 낼지 예측하면서 조심히 카드를 내야하고 게임이 끝났을 때 가장 별점이 적은 사람이 승리!!,전략,20,2,2,10,1994,8,https://www.youtube.com/watch?v=MLXnR_tdjP4,https://namu.wiki/w/%EC%A0%9D%EC%8A%A4%EB%8B%98%ED%8A%B8,https://www.coupang.com/vp/products/4869230?itemId=22184919&vendorItemId=3013990926&q=%EC%A0%9D%EC%8A%A4%EB%8B%98%ED%8A%B8&itemsCount=36&searchId=11a56c974453429d8c7a5334cd84d24d&rank=1,젝스님트.png
모던 아트,세계적으로 유명한 화랑의 운영자가 되어 다섯 명의 근대 거장 화가들이 그려낸 작품들을 경매하여 수익을 올리는 게임!,전략,45,4,3,5,2017,10,https://www.youtube.com/watch?v=2WIeaI9tRLo,https://namu.wiki/w/%EB%AA%A8%EB%8D%98%20%EC%95%84%ED%8A%B8,https://www.coupang.com/vp/products/5382388955?itemId=8000105015&vendorItemId=85333761005&q=%EB%AA%A8%EB%8D%98%EC%95%84%ED%8A%B8&itemsCount=36&searchId=dc9b3e91f149477da26a38114fa39131&rank=1&isAddedCart=,모던 아트.png
리스크,세계정복을 하는 게임으로 맵도 세계지도 게임말도 보병 기병 포병등 군대에 관련된 모양이며 한 게임!,전략,120,3,2,6,1959,10,,https://namu.wiki/w/%EB%A6%AC%EC%8A%A4%ED%81%AC(%EB%B3%B4%EB%93%9C%20%EA%B2%8C%EC%9E%84),,리스크.png
와이어트 어프,보안관들의 현상금 사냥! 최고 금액 현상수배범을 잡아라! 현상금을 제일 많이 획득하면 승리!,전략,40,4,2,4,2014,8,https://www.youtube.com/watch?v=NKL5Nb7rZdo&pp=ygUm7JmA7J207Ja07Yq47Ja07ZSEIOuztOuTnOqyjOyehCDshKTrqoU%3D&ab_channel=DEVALL%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84,https://namu.wiki/w/%EC%99%80%EC%9D%B4%EC%96%B4%ED%8A%B8%20%EC%96%B4%ED%94%84#s-2,https://www.coupang.com/vp/products/16122193?itemId=65826209&vendorItemId=3104866923&q=%EC%99%80%EC%9D%B4%EC%96%B4%ED%8A%B8%EC%96%B4%ED%94%84&itemsCount=36&searchId=597e8cc1a82b4732b6b468fb67f18f4b&rank=1&isAddedCart=,와이어트 어프.png
5분 던전,무시무시한 보스가 잠자는 어둡고 불길한 던전 보스의 방으로 가는길에는 마물과 온갖 괴상한 것들이 숨어있다. 몬스터와 함정을 물리치자!,전략,5,2,2,5,2017,8,https://www.youtube.com/watch?v=b777_zx5C7g,https://namu.wiki/w/5%EB%B6%84%20%EB%8D%98%EC%A0%84,,5분 던전.png
5분 마블,공공의 적을 무찔르자! 네 탓 내 탓 할 것 없이 합심해서 달려달려!!,전략,5,2,2,5,2018,8,https://www.youtube.com/watch?v=-BP1zegtdNg&ab_channel=%EC%BD%94%EB%A6%AC%EC%95%84%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84%EC%A6%88,,https://www.coupang.com/vp/products/212637162?itemId=642095505&vendorItemId=4673625878&pickType=COU_PICK&q=%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84+5%EB%B6%84%EB%8D%98%EC%A0%84&itemsCount=36&searchId=0b08c100225d405eb8ff03cc1fc9cd16&rank=2,5분 마블.png
모두의 마블,서울부터 뉴욕까지 세계여행을 즐기자! 주사위만 있으면 누구나 즐길 수 있는 쉽고 재미있는 모두의 마블!,전략,40,2,2,4,2014,8,https://www.youtube.com/watch?v=dpM8th-zjfM,,https://www.coupang.com/vp/products/191629391?itemId=547905480&vendorItemId=4437313517&q=%EB%AA%A8%EB%91%90%EC%9D%98%EB%A7%88%EB%B8%94&itemsCount=36&searchId=b7c8583cb475468d91f36296087c569c&rank=1&isAddedCart=,모두의 마블.png
트러플 셔플,트러플 초콜릿을 세심하게 골라 고객의 취향에 맞는 세트를 완성하세요! 고객의 주문을 완성하면 만들 세트에 따라 동전을 받을 수 있습니다.,전략,30,2,2,4,2020,14,https://www.youtube.com/watch?v=5thslReSsZs,,https://www.coupang.com/vp/products/4563627056?itemId=5563047667&vendorItemId=72862429546&q=%ED%8A%B8%EB%9F%AC%ED%94%8C%EC%85%94%ED%94%8C&itemsCount=36&searchId=e32ec01dfe7c4848a5ebedce7d6d37de&rank=1&isAddedCart=,트러플 셔플.png
도미니언,남들 보다 많은 승점카드를 모으자! 이기기 위해선 신중하게 자신의 패를 구성해야한다! 덱 빌딩 게임의 원조!,전략,40,3,2,4,2008,13,https://www.youtube.com/watch?v=biiAIQVcDg4,https://namu.wiki/w/%EB%8F%84%EB%AF%B8%EB%8B%88%EC%96%B8(%EB%B3%B4%EB%93%9C%20%EA%B2%8C%EC%9E%84),https://www.coupang.com/vp/products/1203212?itemId=5208793&vendorItemId=3006497160&q=%EB%8F%84%EB%AF%B8%EB%8B%88%EC%96%B8&itemsCount=36&searchId=db32e1c97e6544219e9d6764f02019d3&rank=1&isAddedCart=,도미니언.png
포레스트,나는 어떤 나무를 얼마나 키울 수 있을까? 산림감시원이 되어 숲을 보호해주세요. 산림을 훼손하는 벌목꾼을 감시하고 사냥꾼으로부터 동물을 지켜주세요!,전략,20,3,2,5,2013,8,https://www.youtube.com/watch?v=9GIXrELLQJ8&pp=ygUg7Y-s66CI7Iqk7Yq4IOuztOuTnOqyjOyehCDshKTrqoU%3D&ab_channel=%EB%B3%B4%EC%95%BD%EA%B2%8C%EC%9E%84,https://namu.wiki/w/%ED%8F%AC%EB%A0%88%EC%8A%A4%ED%8A%B8(%EB%B3%B4%EC%95%BD%EA%B2%8C%EC%9E%84),https://www.coupang.com/vp/products/1929248?itemId=8559873&vendorItemId=3011952652&q=%ED%8F%AC%EB%A0%88%EC%8A%A4%ED%8A%B8+%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84&itemsCount=36&searchId=a2ce82f8cdb74eb297be2feed6dea510&rank=1,포레스트.png
스컬킹,난 몇 승을 할 수 있을까? 가장 많은 점수를 얻어 스컬킹의 자리에 올라라!!! 나의 승리 확률을 맞추는 신선한 보드게임 방식!! 패배에도 점수가 있다. 과연 나의 승률은??,전략,30,3,4,4,2013,8,https://www.youtube.com/watch?v=F7WIUwrTHjI,,https://www.coupang.com/vp/products/6629351789?itemId=15107065706&vendorItemId=82328972005&q=%EC%8A%A4%EC%BB%AC%ED%82%B9&itemsCount=36&searchId=5ca8ff9eb3bc4f6baccf900851cdeca1&rank=1&isAddedCart=,스컬킹.png
